method,model_seed,source_split,source_index,geometry_id,geometry_partition,family_id,noise_level,field_rel_l2,audit_reprojection_rel_l2
locked_fno,20261302,train,142,g_001011111,train,1,0.02,0.40929463505744934,0.6247500777244568
locked_fno,20261302,train,143,g_101011101,train,1,0.05,0.1406560093164444,0.23278219997882843
locked_fno,20261302,train,144,g_101001111,train,0,0.02,0.23167607188224792,0.32121941447257996
locked_fno,20261302,train,145,g_111011100,train,0,0.05,0.20406393706798553,0.159330353140831
locked_fno,20261302,train,146,g_110011110,train,0,0.02,0.18703672289848328,0.22079674899578094
locked_fno,20261302,train,147,g_111011001,train,0,0.05,0.1604633778333664,0.10835231840610504
locked_fno,20261302,train,148,g_011011110,train,0,0.02,0.3146875500679016,0.22907286882400513
locked_fno,20261302,train,149,g_110011110,train,0,0.05,0.16544656455516815,0.17477905750274658
locked_fno,20261302,train,150,g_011011011,train,1,0.02,0.21543307602405548,0.35794010758399963
locked_fno,20261302,train,151,g_101001111,train,1,0.05,0.5764114260673523,0.6330606937408447
locked_fno,20261302,train,152,g_011001111,train,1,0.02,0.3591121733188629,0.5860679149627686
locked_fno,20261302,train,153,g_110011011,train,1,0.05,0.41518887877464294,0.5824564695358276
locked_fno,20261302,train,154,g_101010111,train,1,0.02,0.2649996280670166,0.3493504822254181
locked_fno,20261302,train,155,g_001011111,train,1,0.05,0.3216010630130768,0.5192046165466309
locked_fno,20261302,train,156,g_111011001,train,0,0.02,0.1462715119123459,0.1486385464668274
locked_fno,20261302,train,157,g_101011101,train,0,0.05,0.1790003776550293,0.13826145231723785
locked_fno,20261302,train,158,g_111001011,train,0,0.02,0.18378400802612305,0.25910767912864685
locked_fno,20261302,train,159,g_110011101,train,0,0.05,0.18053653836250305,0.23829874396324158
locked_fno,20261303,train,0,g_111011100,train,0,0.02,0.13937845826148987,0.10175729542970657
locked_fno,20261303,train,1,g_110011101,train,0,0.05,0.19703906774520874,0.30182865262031555
locked_fno,20261303,train,2,g_011001111,train,0,0.02,0.23173633217811584,0.34858399629592896
locked_fno,20261303,train,3,g_101011011,train,0,0.05,0.13883967697620392,0.15907864272594452
locked_fno,20261303,train,4,g_111001011,train,0,0.02,0.17935186624526978,0.24832068383693695
locked_fno,20261303,train,5,g_110011110,train,0,0.05,0.1859811693429947,0.2340138554573059
locked_fno,20261303,train,6,g_110011101,train,1,0.02,0.40561947226524353,0.585806131362915
locked_fno,20261303,train,7,g_101010111,train,1,0.05,0.3797157108783722,0.4095194637775421
locked_fno,20261303,train,8,g_011011011,train,1,0.02,0.21056915819644928,0.32730260491371155
locked_fno,20261303,train,9,g_101010111,train,1,0.05,0.41559529304504395,0.547988772392273
locked_fno,20261303,train,10,g_111011100,train,1,0.02,0.2578607499599457,0.3032210171222687
locked_fno,20261303,train,11,g_101011101,train,1,0.05,0.44035604596138,0.6153934597969055
locked_fno,20261303,train,12,g_110011101,train,0,0.02,0.17544223368167877,0.24191252887248993
locked_fno,20261303,train,13,g_110010111,train,0,0.05,0.20096777379512787,0.23349428176879883
locked_fno,20261303,train,14,g_101011011,train,0,0.02,0.09746252745389938,0.09014254808425903
locked_fno,20261303,train,15,g_101011101,train,0,0.05,0.14007151126861572,0.14945393800735474
locked_fno,20261303,train,16,g_110011110,train,0,0.02,0.2645397484302521,0.32663750648498535
locked_fno,20261303,train,17,g_101001111,train,0,0.05,0.22319325804710388,0.3240152597427368
locked_fno,20261303,train,18,g_111010101,train,1,0.02,0.3985837697982788,0.5819944739341736
locked_fno,20261303,train,19,g_110011011,train,1,0.05,0.4727906882762909,0.6934676766395569
locked_fno,20261303,train,20,g_110011101,train,1,0.02,0.2127198725938797,0.42332160472869873
locked_fno,20261303,train,21,g_001011111,train,1,0.05,0.2979174554347992,0.4221957325935364
locked_fno,20261303,train,22,g_110011011,train,1,0.02,0.3136528432369232,0.48964056372642517
locked_fno,20261303,train,23,g_101001111,train,1,0.05,0.39326366782188416,0.5834524035453796
locked_fno,20261303,train,24,g_011011110,train,0,0.02,0.18902501463890076,0.11774609982967377
locked_fno,20261303,train,25,g_110010111,train,0,0.05,0.237594336271286,0.3125614821910858
locked_fno,20261303,train,26,g_011011011,train,0,0.02,0.16670608520507812,0.14897498488426208
locked_fno,20261303,train,27,g_110010111,train,0,0.05,0.18441903591156006,0.22482381761074066
locked_fno,20261303,train,28,g_110011110,train,0,0.02,0.22629372775554657,0.28411808609962463
locked_fno,20261303,train,29,g_011011110,train,0,0.05,0.2121298760175705,0.12145548313856125
locked_fno,20261303,train,30,g_111010101,train,1,0.02,0.3418973386287689,0.545856773853302
locked_fno,20261303,train,31,g_101001111,train,1,0.05,0.34898748993873596,0.543804943561554
locked_fno,20261303,train,32,g_111010101,train,1,0.02,0.37471312284469604,0.5502532720565796
locked_fno,20261303,train,33,g_111001011,train,1,0.05,0.4539908766746521,0.6536555886268616
locked_fno,20261303,train,34,g_110011101,train,1,0.02,0.15091191232204437,0.27836453914642334
locked_fno,20261303,train,35,g_011011011,train,1,0.05,0.2595370411872864,0.2950122654438019
locked_fno,20261303,train,36,g_101010111,train,0,0.02,0.1373278796672821,0.13730964064598083
locked_fno,20261303,train,37,g_110010111,train,0,0.05,0.21458500623703003,0.30367761850357056
locked_fno,20261303,train,38,g_111010101,train,0,0.02,0.1520112007856369,0.15316613018512726
locked_fno,20261303,train,39,g_011001111,train,0,0.05,0.22746825218200684,0.3445695638656616
locked_fno,20261303,train,40,g_011001111,train,0,0.02,0.2510373890399933,0.3165794909000397
locked_fno,20261303,train,41,g_101010111,train,0,0.05,0.17018404603004456,0.13880304992198944
locked_fno,20261303,train,42,g_101011011,train,1,0.02,0.3687562942504883,0.4610278904438019
locked_fno,20261303,train,43,g_101011101,train,1,0.05,0.2233782261610031,0.42472365498542786
locked_fno,20261303,train,44,g_011011110,train,1,0.02,0.25493425130844116,0.4848540723323822
locked_fno,20261303,train,45,g_001011111,train,1,0.05,0.2362300157546997,0.39165428280830383
locked_fno,20261303,train,46,g_101011101,train,1,0.02,0.19220978021621704,0.4360382556915283
locked_fno,20261303,train,47,g_110010111,train,1,0.05,0.33972620964050293,0.5150759816169739
locked_fno,20261303,train,48,g_101010111,train,0,0.02,0.18192876875400543,0.1178465336561203
locked_fno,20261303,train,49,g_101010111,train,0,0.05,0.18735741078853607,0.20985276997089386
locked_fno,20261303,train,50,g_101011011,train,0,0.02,0.12285212427377701,0.1365378201007843
locked_fno,20261303,train,51,g_110011011,train,0,0.05,0.165925070643425,0.2233387678861618
locked_fno,20261303,train,52,g_001011111,train,0,0.02,0.20662717521190643,0.1762196570634842
locked_fno,20261303,train,53,g_101001111,train,0,0.05,0.18496869504451752,0.3319738805294037
locked_fno,20261303,train,54,g_111001011,train,1,0.02,0.4373258054256439,0.673672616481781
locked_fno,20261303,train,55,g_011011110,train,1,0.05,0.1623392254114151,0.27538254857063293
locked_fno,20261303,train,56,g_011011110,train,1,0.02,0.2873113751411438,0.36733707785606384
locked_fno,20261303,train,57,g_110011011,train,1,0.05,0.27289652824401855,0.4858632981777191
locked_fno,20261303,train,58,g_111010101,train,1,0.02,0.25251176953315735,0.3538573682308197
locked_fno,20261303,train,59,g_111010101,train,1,0.05,0.49639368057250977,0.5223335027694702
locked_fno,20261303,train,60,g_110011101,train,0,0.02,0.19343996047973633,0.24850697815418243
locked_fno,20261303,train,61,g_101011011,train,0,0.05,0.16454754769802094,0.10964345932006836
locked_fno,20261303,train,62,g_011011011,train,0,0.02,0.1602136641740799,0.19553454220294952
locked_fno,20261303,train,63,g_110010111,train,0,0.05,0.19120962917804718,0.32136332988739014
locked_fno,20261303,train,64,g_111011100,train,0,0.02,0.18456806242465973,0.11475519835948944
locked_fno,20261303,train,65,g_111001011,train,0,0.05,0.19971567392349243,0.3794236481189728
locked_fno,20261303,train,66,g_011001111,train,1,0.02,0.48767590522766113,0.7379941940307617
locked_fno,20261303,train,67,g_011001111,train,1,0.05,0.4088227152824402,0.6562196016311646
locked_fno,20261303,train,68,g_001011111,train,1,0.02,0.22291989624500275,0.45856648683547974
locked_fno,20261303,train,69,g_111011001,train,1,0.05,0.3295150697231293,0.4423406720161438
locked_fno,20261303,train,70,g_111001011,train,1,0.02,0.5062524676322937,0.6802926063537598
locked_fno,20261303,train,71,g_101010111,train,1,0.05,0.5580854415893555,0.5979180932044983
locked_fno,20261303,train,72,g_111001011,train,0,0.02,0.18656054139137268,0.24511799216270447
locked_fno,20261303,train,73,g_111011100,train,0,0.05,0.16972821950912476,0.1271304041147232
locked_fno,20261303,train,74,g_111001011,train,0,0.02,0.24851642549037933,0.4441811442375183
locked_fno,20261303,train,75,g_101011101,train,0,0.05,0.10335084795951843,0.09983308613300323
locked_fno,20261303,train,76,g_011001111,train,0,0.02,0.22667638957500458,0.33031558990478516
locked_fno,20261303,train,77,g_011011110,train,0,0.05,0.23932503163814545,0.17140938341617584
locked_fno,20261303,train,78,g_011011110,train,1,0.02,0.3027017116546631,0.45258060097694397
locked_fno,20261303,train,79,g_111010101,train,1,0.05,0.4883188307285309,0.6423368453979492
locked_fno,20261303,train,80,g_101010111,train,1,0.02,0.46852371096611023,0.5491164922714233
locked_fno,20261303,train,81,g_111011100,train,1,0.05,0.19055722653865814,0.34058424830436707
locked_fno,20261303,train,82,g_110010111,train,1,0.02,0.31253108382225037,0.5801673531532288
locked_fno,20261303,train,83,g_110010111,train,1,0.05,0.30852797627449036,0.40332767367362976
locked_fno,20261303,train,84,g_101011011,train,0,0.02,0.13667677342891693,0.12376996874809265
locked_fno,20261303,train,85,g_110011110,train,0,0.05,0.23257897794246674,0.2969414293766022
locked_fno,20261303,train,86,g_011011011,train,0,0.02,0.24033622443675995,0.34205591678619385
locked_fno,20261303,train,87,g_111011001,train,0,0.05,0.17256732285022736,0.16320082545280457
locked_fno,20261303,train,88,g_111011100,train,0,0.02,0.21895430982112885,0.207239031791687
locked_fno,20261303,train,89,g_111001011,train,0,0.05,0.20220798254013062,0.3423284590244293
locked_fno,20261303,train,90,g_101011101,train,1,0.02,0.13038603961467743,0.19988636672496796
locked_fno,20261303,train,91,g_011011011,train,1,0.05,0.2955474257469177,0.49773186445236206
locked_fno,20261303,train,92,g_110011110,train,1,0.02,0.32077550888061523,0.6821674704551697
locked_fno,20261303,train,93,g_001011111,train,1,0.05,0.308904230594635,0.4571819007396698
locked_fno,20261303,train,94,g_011011110,train,1,0.02,0.2549073398113251,0.4461544454097748
locked_fno,20261303,train,95,g_011011110,train,1,0.05,0.14952199161052704,0.2333386093378067
locked_fno,20261303,train,96,g_111011100,train,0,0.02,0.1653149574995041,0.1424470841884613
locked_fno,20261303,train,97,g_101011101,train,0,0.05,0.1231188252568245,0.138118714094162
locked_fno,20261303,train,98,g_101011101,train,0,0.02,0.1432981640100479,0.11487157642841339
locked_fno,20261303,train,99,g_111010101,train,0,0.05,0.22688502073287964,0.28815126419067383
locked_fno,20261303,train,100,g_110011011,train,0,0.02,0.20161525905132294,0.24976709485054016
locked_fno,20261303,train,101,g_110010111,train,0,0.05,0.24526694416999817,0.43724021315574646
locked_fno,20261303,train,102,g_110011011,train,1,0.02,0.4519606828689575,0.6562645435333252
locked_fno,20261303,train,103,g_110011011,train,1,0.05,0.38938891887664795,0.618304967880249
locked_fno,20261303,train,104,g_101011011,train,1,0.02,0.28834083676338196,0.25378257036209106
locked_fno,20261303,train,105,g_111010101,train,1,0.05,0.3610215187072754,0.5272997617721558
locked_fno,20261303,train,106,g_101011011,train,1,0.02,0.3769899606704712,0.5516930222511292
locked_fno,20261303,train,107,g_111001011,train,1,0.05,0.6528506278991699,0.8028342127799988
locked_fno,20261303,train,108,g_111010101,train,0,0.02,0.12902508676052094,0.14858478307724
locked_fno,20261303,train,109,g_101001111,train,0,0.05,0.13848650455474854,0.2385292649269104
locked_fno,20261303,train,110,g_111011001,train,0,0.02,0.27732449769973755,0.18309006094932556
locked_fno,20261303,train,111,g_011001111,train,0,0.05,0.23802639544010162,0.3431485593318939
locked_fno,20261303,train,112,g_110010111,train,0,0.02,0.16407714784145355,0.21205614507198334
locked_fno,20261303,train,113,g_011011011,train,0,0.05,0.18269962072372437,0.16769962012767792
locked_fno,20261303,train,114,g_101011011,train,1,0.02,0.2282738983631134,0.3631752133369446
locked_fno,20261303,train,115,g_110011011,train,1,0.05,0.2952314615249634,0.4009341895580292
locked_fno,20261303,train,116,g_011001111,train,1,0.02,0.47351863980293274,0.7240931987762451
locked_fno,20261303,train,117,g_001011111,train,1,0.05,0.2647351026535034,0.4184844493865967
locked_fno,20261303,train,118,g_101010111,train,1,0.02,0.23662814497947693,0.3170812129974365
locked_fno,20261303,train,119,g_001011111,train,1,0.05,0.17720408737659454,0.33667197823524475
locked_fno,20261303,train,120,g_001011111,train,0,0.02,0.25716298818588257,0.16833941638469696
locked_fno,20261303,train,121,g_101001111,train,0,0.05,0.23742838203907013,0.40741103887557983
locked_fno,20261303,train,122,g_111011001,train,0,0.02,0.17868152260780334,0.18852514028549194
locked_fno,20261303,train,123,g_111011001,train,0,0.05,0.1695328801870346,0.1476937085390091
locked_fno,20261303,train,124,g_101011011,train,0,0.02,0.189829021692276,0.19309766590595245
locked_fno,20261303,train,125,g_110011101,train,0,0.05,0.2084823101758957,0.2552855312824249
locked_fno,20261303,train,126,g_101001111,train,1,0.02,0.41125425696372986,0.6186752915382385
locked_fno,20261303,train,127,g_110011110,train,1,0.05,0.16525204479694366,0.3197382688522339
locked_fno,20261303,train,128,g_110011101,train,1,0.02,0.37821218371391296,0.5939436554908752
locked_fno,20261303,train,129,g_111011001,train,1,0.05,0.3329062759876251,0.4515935480594635
locked_fno,20261303,train,130,g_111011001,train,1,0.02,0.331910103559494,0.41704821586608887
locked_fno,20261303,train,131,g_011001111,train,1,0.05,0.2075512409210205,0.35301727056503296
locked_fno,20261303,train,132,g_101001111,train,0,0.02,0.18469257652759552,0.316850483417511
locked_fno,20261303,train,133,g_011011011,train,0,0.05,0.16649319231510162,0.08867526054382324
locked_fno,20261303,train,134,g_110011101,train,0,0.02,0.15715880692005157,0.21333815157413483
locked_fno,20261303,train,135,g_110011011,train,0,0.05,0.21584507822990417,0.19859763979911804
locked_fno,20261303,train,136,g_111011100,train,0,0.02,0.239761620759964,0.2162841111421585
locked_fno,20261303,train,137,g_111011100,train,0,0.05,0.1949021816253662,0.11980126053094864
locked_fno,20261303,train,138,g_111011001,train,1,0.02,0.2500160038471222,0.30101409554481506
locked_fno,20261303,train,139,g_110011110,train,1,0.05,0.28447800874710083,0.49383965134620667
locked_fno,20261303,train,140,g_110011110,train,1,0.02,0.24530339241027832,0.5483222603797913
locked_fno,20261303,train,141,g_011011011,train,1,0.05,0.35378143191337585,0.4587339460849762
locked_fno,20261303,train,142,g_001011111,train,1,0.02,0.40929463505744934,0.6247500777244568
locked_fno,20261303,train,143,g_101011101,train,1,0.05,0.1406560093164444,0.23278219997882843
locked_fno,20261303,train,144,g_101001111,train,0,0.02,0.23167607188224792,0.32121941447257996
locked_fno,20261303,train,145,g_111011100,train,0,0.05,0.20406393706798553,0.159330353140831
locked_fno,20261303,train,146,g_110011110,train,0,0.02,0.18703672289848328,0.22079674899578094
locked_fno,20261303,train,147,g_111011001,train,0,0.05,0.1604633778333664,0.10835231840610504
locked_fno,20261303,train,148,g_011011110,train,0,0.02,0.3146875500679016,0.22907286882400513
locked_fno,20261303,train,149,g_110011110,train,0,0.05,0.16544656455516815,0.17477905750274658
locked_fno,20261303,train,150,g_011011011,train,1,0.02,0.21543307602405548,0.35794010758399963
locked_fno,20261303,train,151,g_101001111,train,1,0.05,0.5764114260673523,0.6330606937408447
locked_fno,20261303,train,152,g_011001111,train,1,0.02,0.3591121733188629,0.5860679149627686
locked_fno,20261303,train,153,g_110011011,train,1,0.05,0.41518887877464294,0.5824564695358276
locked_fno,20261303,train,154,g_101010111,train,1,0.02,0.2649996280670166,0.3493504822254181
locked_fno,20261303,train,155,g_001011111,train,1,0.05,0.3216010630130768,0.5192046165466309
locked_fno,20261303,train,156,g_111011001,train,0,0.02,0.1462715119123459,0.1486385464668274
locked_fno,20261303,train,157,g_101011101,train,0,0.05,0.1790003776550293,0.13826145231723785
locked_fno,20261303,train,158,g_111001011,train,0,0.02,0.18378400802612305,0.25910767912864685
locked_fno,20261303,train,159,g_110011101,train,0,0.05,0.18053653836250305,0.23829874396324158
static,20261301,train,0,g_111011100,train,0,0.02,0.13398434221744537,0.10633055865764618
static,20261301,train,1,g_110011101,train,0,0.05,0.19463898241519928,0.26903092861175537
